# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = binary_model
# start_datetime = 2026-04-29 08:18:07 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /Users/xinyuejia/Projects/POC_场景2/data/stan_input_binary.json
# init = 2 (Default)
# random
#   seed = 20260407
# output
#   file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_161807/binary/binary-202604291618-2-8b0074.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_161807/binary/binary-profile-202604291618-2-39150d.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=binary_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta_trt,odds_ratio
# Adaptation terminated
# Step size = 0.614495
# Diagonal elements of inverse mass matrix:
# 0.0161608, 0.0429089
-284.33609,0.97968316,0.61449541,1,3,0,284.72003,0.17151784,-1.0681654,0.34363836
-284.55016,0.97997773,0.61449541,2,3,0,284.59372,0.18350657,-1.0137553,0.36285379
-284.85001,0.97357348,0.61449541,2,3,0,284.91251,0.19275296,-0.96983064,0.37914725
-285.06053,0.99383717,0.61449541,2,7,0,285.49006,0.24092947,-1.0531816,0.34882616
-285.06053,0.54810476,0.61449541,1,3,0,287.99498,0.24092947,-1.0531816,0.34882616
-285.06053,0.88203553,0.61449541,1,1,0,285.52347,0.24092947,-1.0531816,0.34882616
-285.58008,0.96505038,0.61449541,2,3,0,285.66554,0.27303981,-1.0481866,0.35057292
-284.44563,1,0.61449541,2,3,0,285.37751,0.13480945,-1.1768559,0.30824638
-285.30097,0.9676847,0.61449541,2,3,0,285.43624,0.28201661,-1.2410012,0.28909463
-284.43727,0.99088068,0.61449541,2,3,0,285.38451,0.1909827,-1.1198811,0.32631861
-285.21694,0.86576723,0.61449541,2,3,0,285.3908,0.2311686,-0.99581424,0.36942252
-284.75301,0.85396006,0.61449541,2,3,0,286.75589,0.19721401,-0.99893055,0.36827308
-285.41522,0.90851544,0.61449541,2,3,0,285.48268,0.076315259,-1.2657513,0.28202734
-284.2151,0.99062814,0.61449541,2,3,0,285.46908,0.12382295,-1.1046357,0.33133156
-284.34888,0.96487182,0.61449541,2,3,0,284.59314,0.17343239,-1.1230645,0.32528143
-285.00612,0.94262398,0.61449541,1,3,0,285.56295,0.23627837,-1.2658332,0.28200424
-284.9112,0.88240224,0.61449541,2,3,0,286.26833,0.22209482,-1.2588087,0.28399215
-284.72338,0.88873429,0.61449541,2,5,0,286.24169,-0.031447999,-0.80316497,0.4479091
-287.00545,0.61408274,0.61449541,2,7,0,288.47439,-0.11402924,-1.1051093,0.33117468
-288.38074,0.97525436,0.61449541,2,7,0,288.97007,0.42806066,-1.1594384,0.31366227
-287.25975,1,0.61449541,1,1,0,288.34152,0.39685426,-1.2159241,0.29643596
-286.70217,1,0.61449541,2,3,0,287.33099,0.37294718,-1.229349,0.29248294
-286.15707,0.9894592,0.61449541,2,3,0,287.72847,0.19294167,-1.4223736,0.24114097
-287.39855,0.77152332,0.61449541,1,1,0,287.46744,0.15034547,-1.495361,0.22416766
-284.44533,1,0.61449541,2,3,0,287.18389,0.17839544,-1.167161,0.31124931
-284.1361,0.80768915,0.61449541,2,3,0,285.88547,0.11490747,-1.0487991,0.35035825
-285.31659,0.67738215,0.61449541,3,7,0,287.45932,-0.095996456,-0.74870434,0.47297898
-286.41405,0.84673411,0.61449541,2,3,0,286.67416,-0.066602248,-0.57660605,0.56180186
-285.05178,0.9940407,0.61449541,2,3,0,286.81003,-0.069879629,-0.93823104,0.39131945
-284.90205,1,0.61449541,2,3,0,285.25021,0.063354588,-0.786663,0.4553618
-284.99706,0.99254767,0.61449541,2,3,0,285.33157,-0.062909255,-0.94945591,0.3869515
-285.24996,0.98752627,0.61449541,2,7,0,285.41377,0.041355994,-0.73001487,0.48190183
-284.34398,0.95294094,0.61449541,2,3,0,285.5943,0.043745692,-0.87327147,0.4175832
-284.37002,0.97054314,0.61449541,2,3,0,284.51476,-0.00042660214,-0.9293269,0.39481937
-284.24344,0.84104794,0.61449541,2,5,0,285.42595,0.15394321,-1.0759092,0.34098757
-285.08107,0.88220286,0.61449541,2,7,0,286.07741,0.0050954371,-0.73180727,0.48103884
-284.74783,0.83219129,0.61449541,2,5,0,287.08208,0.20708022,-1.0261848,0.35837163
-284.83068,0.99809425,0.61449541,3,7,0,285.07769,0.065420882,-0.79763955,0.45039084
-284.59426,1,0.61449541,3,7,0,284.88641,0.13271042,-1.205827,0.29944427
-286.58726,0.72596982,0.61449541,2,3,0,288.50027,0.35096377,-1.4067514,0.2449377
