# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = survival_model
# start_datetime = 2026-04-29 06:58:11 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /Users/xinyuejia/Projects/POC_场景2/data/stan_input_survival.json
# init = 2 (Default)
# random
#   seed = 20260407
# output
#   file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_145810/survival/survival-202604291458-1-86c6a0.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_145810/survival/survival-profile-202604291458-1-18c897.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=survival_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha.1,alpha.2,alpha.3,alpha.4,alpha.5,alpha.6,beta_trt,hazard_ratio
# Adaptation terminated
# Step size = 0.462869
# Diagonal elements of inverse mass matrix:
# 0.102474, 0.231317, 0.289109, 0.252011, 0.566656, 2.17778, 0.123977
-102.61109,0.99355994,0.46286893,3,7,0,106.0634,-3.0938119,-3.2619457,-2.5320811,-2.2884995,-2.754547,-0.95043903,-0.52983447,0.58870241
-99.179374,0.89870554,0.46286893,3,7,0,105.96178,-2.4553007,-2.6611471,-2.6829868,-1.8139423,-2.3744701,-1.8531222,-0.55984128,0.57129973
-101.41944,0.90791883,0.46286893,2,7,0,102.62715,-2.4241932,-2.6575285,-2.2991262,-1.390913,-2.4462436,-2.784049,-0.91230073,0.40159919
-102.5558,0.97993439,0.46286893,3,7,0,105.55189,-1.8902573,-3.0008218,-2.8797431,-2.3745252,-3.2832959,0.33212957,-0.87548818,0.41665857
-102.21334,0.97377942,0.46286893,3,7,0,105.59178,-2.1333916,-2.0964699,-3.0328711,-1.963605,-2.7684575,-1.8892297,-1.1236355,0.32509575
-99.567752,1,0.46286893,3,7,0,103.02201,-2.2316558,-3.6622272,-2.6142098,-2.0320656,-0.99815081,-0.94335686,-0.52553555,0.59123864
-99.683581,0.92184643,0.46286893,3,7,0,102.43439,-2.6898613,-2.6437702,-2.5931321,-1.8676522,-1.3277004,-1.9656408,-0.8303485,0.43589735
-100.31615,0.95589649,0.46286893,3,7,0,103.4682,-2.3164008,-3.1605071,-3.2876365,-1.6849964,-1.8056944,0.41736009,-0.60455918,0.5463152
-100.91363,0.58528648,0.46286893,3,7,0,106.12012,-2.0077341,-2.8340382,-3.033676,-1.1797933,-1.4346003,-0.86494092,-0.76727187,0.46427795
-99.677753,1,0.46286893,3,7,0,102.21639,-2.132638,-2.9461807,-2.8797764,-2.4915406,-0.75540576,-2.2252806,-1.0303285,0.35688972
-99.301763,0.96903325,0.46286893,3,7,0,101.40708,-2.4472198,-2.824373,-2.9405416,-2.0564798,-2.7753932,-0.77265338,-0.43653026,0.64627494
-99.798545,0.95474707,0.46286893,2,7,0,102.59982,-2.182364,-2.6243967,-2.1855942,-1.8137418,-1.6926664,-2.5531241,-1.1084723,0.3300628
-102.43683,0.80153401,0.46286893,3,7,0,105.45475,-1.9162516,-2.3486669,-2.6972789,-2.6781553,-1.6403302,-2.4121842,-0.5006603,0.6061303
-106.76196,0.42569651,0.46286893,3,7,0,114.28889,-2.3467156,-4.0486896,-1.8504373,-2.2317565,-1.7946841,-3.6353247,-1.1926992,0.30340122
-103.54613,0.96324288,0.46286893,3,7,0,114.23361,-2.1589387,-4.4337145,-2.2433925,-1.7579715,-1.2096989,-2.5993091,-0.82106987,0.4399607
-102.60821,0.99822227,0.46286893,3,7,0,105.93105,-2.1775782,-4.0799229,-2.1955181,-2.0102495,-0.95538864,-3.349405,-0.88187757,0.41400486
-103.57305,0.90512572,0.46286893,3,7,0,105.3234,-2.7145068,-2.3381362,-4.2390778,-2.4147402,-2.3718231,-3.132096,-0.41874044,0.65787493
-101.03216,0.99748097,0.46286893,4,15,0,106.13424,-2.2094771,-2.5643001,-3.3015496,-1.9491754,-2.9628903,-1.148108,-0.42352596,0.65473418
-102.17404,0.96143062,0.46286893,3,7,0,104.86538,-2.2676656,-3.4742087,-2.6970033,-2.1234144,-3.99601,-2.9292493,-0.40460954,0.66723729
-101.68057,0.97084151,0.46286893,2,7,0,104.57347,-2.5922714,-3.9028798,-2.8931278,-2.6062808,-3.7089194,-2.2256221,-0.1950877,0.8227625
