# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = binary_model
# start_datetime = 2026-04-29 06:59:00 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /Users/xinyuejia/Projects/POC_场景2/data/stan_input_binary.json
# init = 2 (Default)
# random
#   seed = 20260407
# output
#   file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_145900/binary/binary-202604291459-1-808171.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_145900/binary/binary-profile-202604291459-1-2e385e.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=binary_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta_trt,odds_ratio
# Adaptation terminated
# Step size = 0.357648
# Diagonal elements of inverse mass matrix:
# 0.310324, 0.433348
-31.005234,0.99884736,0.35764838,3,11,0,32.871706,-0.52500347,-0.07603013,0.92678828
-31.21472,0.85493552,0.35764838,3,11,0,32.644997,0.18931197,-0.84033183,0.43156729
-31.883347,0.9931852,0.35764838,3,7,0,32.315078,0.49603561,-1.2993737,0.27270254
-31.801817,0.75529677,0.35764838,2,3,0,34.33134,0.47561022,-1.1447732,0.31829611
-34.307936,0.71897067,0.35764838,2,3,0,34.954695,0.86853105,-1.0215198,0.36004733
-34.221034,1,0.35764838,1,1,0,34.748765,0.85884628,-1.0228851,0.35955609
-32.916769,1,0.35764838,2,3,0,34.237659,0.66283966,-0.99203359,0.37082182
-33.050081,0.98775021,0.35764838,2,3,0,33.294007,0.66380896,-0.95376357,0.38528823
-35.532323,0.81722899,0.35764838,3,7,0,35.538492,0.86245391,-0.79494811,0.45160467
-32.193686,1,0.35764838,2,3,0,35.05746,0.38281702,-1.5005522,0.22300699
-33.598108,0.89312374,0.35764838,3,7,0,33.676756,0.79576142,-1.0550374,0.34817942
-33.598108,0.76697806,0.35764838,1,1,0,34.649836,0.79576142,-1.0550374,0.34817942
-31.97539,0.92336974,0.35764838,2,3,0,34.403795,0.49232791,-1.0175696,0.3614724
-30.984513,0.91781854,0.35764838,3,15,0,33.760973,-0.48743975,-0.38066089,0.6834096
-31.142148,0.9706325,0.35764838,1,1,0,31.144306,-0.52572266,-0.43394647,0.64794694
-31.913124,0.91400928,0.35764838,2,7,0,32.58495,-0.43451849,-0.82444731,0.43847727
-32.900182,0.89682269,0.35764838,2,3,0,33.558652,0.35653574,-0.49199059,0.61140812
-31.097854,1,0.35764838,2,7,0,34.476151,-0.60727656,-0.26597581,0.76645767
-31.694847,0.9816892,0.35764838,3,7,0,32.011939,-0.96275179,0.36813704,1.4450401
-31.462476,0.85916861,0.35764838,3,11,0,35.592954,0.068286874,-1.1235105,0.32513641
-30.836663,0.99953651,0.35764838,4,15,0,31.97972,-0.2584373,-0.42810773,0.6517412
-31.525223,0.86918916,0.35764838,1,3,0,31.725961,-0.10839714,-0.21546689,0.80616496
-32.938944,0.85127288,0.35764838,2,7,0,33.562982,-0.35291043,-1.1414561,0.31935368
-31.064401,1,0.35764838,2,3,0,32.759296,0.045999219,-0.88763071,0.41162987
-31.712367,0.97034169,0.35764838,3,7,0,31.812084,0.41520153,-0.99767315,0.36873644
-32.197967,0.73569632,0.35764838,1,3,0,33.850531,0.056245451,-1.3412578,0.26151652
-32.015867,1,0.35764838,1,1,0,32.24017,0.071255379,-1.3039252,0.27146414
-32.312245,0.94856322,0.35764838,1,1,0,32.382633,0.0066296431,-1.3331503,0.2636454
-31.081888,0.97147461,0.35764838,3,9,0,32.760438,-0.65806917,-0.091106544,0.91292044
-31.089907,1,0.35764838,2,3,0,31.099071,-0.66514179,-0.068647926,0.93365534
-31.777331,0.99621735,0.35764838,4,15,0,31.967644,0.44860581,-1.2717664,0.28033598
-31.444286,0.95903931,0.35764838,3,7,0,32.29606,0.16237806,-0.61212418,0.54219792
-31.636786,0.95875801,0.35764838,1,1,0,31.693815,0.1882207,-0.5753781,0.56249215
-31.632031,0.93436331,0.35764838,3,7,0,32.500855,0.36264835,-0.9126548,0.40145702
-33.112182,0.92943107,0.35764838,3,15,0,33.56151,-0.86429781,0.76682095,2.1529111
-32.203189,0.90792039,0.35764838,2,3,0,33.971373,-1.1966441,0.47807314,1.6129635
-31.545658,1,0.35764838,2,3,0,32.269589,-0.89864944,0.29224745,1.3394344
-31.383379,0.99933644,0.35764838,1,3,0,31.62011,-0.82873771,0.19231709,1.2120548
-30.843181,0.99957552,0.35764838,4,15,0,31.504455,-0.21815264,-0.54920395,0.57740928
-31.335002,0.8376619,0.35764838,2,3,0,32.335644,-0.094974301,-0.97106653,0.37867895
-31.330491,0.94201603,0.35764838,3,7,0,32.234395,-0.7875062,-0.070144087,0.93225948
-32.516303,0.70753074,0.35764838,2,7,0,35.099083,-0.22922154,0.1400518,1.1503334
-33.952939,0.73493317,0.35764838,1,1,0,34.161653,-0.2093141,0.34396424,1.4105282
-33.898292,0.99739341,0.35764838,3,15,0,34.788101,-0.42560145,-1.2373809,0.29014315
-34.381205,0.98002002,0.35764838,4,15,0,35.862647,0.091727344,-1.7899271,0.16697234
-31.186538,0.98599605,0.35764838,2,7,0,34.888713,-0.041245484,-0.94146122,0.39005746
-31.241771,0.96852126,0.35764838,2,3,0,31.545051,0.045840269,-0.52220197,0.59321287
-30.987379,1,0.35764838,3,7,0,31.22203,-0.048895771,-0.53794505,0.583947
-31.262945,0.99294497,0.35764838,3,15,0,31.494797,-0.72810588,-0.15407657,0.85720638
-30.950865,0.94493153,0.35764838,3,15,0,32.130995,-0.066936109,-0.76437026,0.46562706
-30.895669,0.99795825,0.35764838,2,7,0,30.99063,-0.14955813,-0.67293416,0.51020934
-32.691846,0.95267815,0.35764838,2,7,0,35.329092,-1.2864066,0.77885294,2.1789714
-32.218315,0.99605918,0.35764838,4,15,0,33.760823,-1.100266,0.62138919,1.8615122
-30.95136,0.99807205,0.35764838,4,15,0,32.350043,-0.081287377,-0.76171877,0.46686331
-31.46365,0.94818376,0.35764838,2,3,0,31.491213,0.089043119,-0.490152,0.61253328
-31.197722,1,0.35764838,2,3,0,31.441297,0.066808045,-0.57992758,0.55993891
-31.769747,0.85032973,0.35764838,2,7,0,32.846074,-0.084121818,-0.17541379,0.83910973
-30.853836,1,0.35764838,2,3,0,31.62183,-0.35468882,-0.42547606,0.65345863
-32.882762,0.78594225,0.35764838,2,7,0,33.313205,0.22468524,-0.31590243,0.72913059
-32.442994,0.83923432,0.35764838,2,3,0,35.754941,0.45678482,-0.75601892,0.46953195
-32.915743,0.91672404,0.35764838,3,15,0,34.339062,-1.1410796,-0.086873107,0.91679342
-31.37864,0.99184356,0.35764838,3,11,0,33.338615,0.239856,-0.80022177,0.44922933
-31.223736,0.99407017,0.35764838,3,11,0,31.8291,-0.72084861,-0.13365156,0.87489486
-31.605973,0.98242405,0.35764838,2,3,0,31.675298,-0.69908217,0.30559694,1.3574351
-31.467509,1,0.35764838,2,3,0,31.687276,-0.87846388,0.22868556,1.2569467
-31.938896,0.99310841,0.35764838,3,11,0,32.468165,0.46788001,-1.3829257,0.25084359
-31.938896,0.75242128,0.35764838,1,3,0,33.963076,0.46788001,-1.3829257,0.25084359
-30.937149,0.95100592,0.35764838,2,7,0,37.303698,-0.51863622,-0.18168344,0.83386527
-31.092073,0.95724179,0.35764838,3,15,0,32.082396,0.11353519,-0.79528554,0.45145231
-31.303719,0.67995367,0.35764838,2,3,0,34.429721,0.24813266,-0.92484942,0.39659113
-31.104694,0.97360077,0.35764838,3,7,0,31.595669,-0.3137936,-0.67806945,0.50759599
-32.287269,0.9044747,0.35764838,2,7,0,33.28367,-0.66753702,-0.63714543,0.52879977
-30.87906,1,0.35764838,2,3,0,32.035958,-0.27601186,-0.33863681,0.71274126
-31.093194,0.99815217,0.35764838,4,15,0,31.368065,0.052506327,-0.91486017,0.40057264
-31.061321,0.98974045,0.35764838,3,11,0,31.306953,-0.58434781,-0.27715504,0.75793697
-31.578613,0.93725653,0.35764838,3,11,0,33.242574,-0.4462425,-0.71394756,0.48970723
-32.278865,0.89204407,0.35764838,1,1,0,32.302594,-0.55246107,-0.77914072,0.45880008
-30.888962,1,0.35764838,2,3,0,32.02421,-0.27010859,-0.3337141,0.71625853
-31.928014,0.96864734,0.35764838,3,11,0,32.173249,-1.0839081,0.25567603,1.2913343
