# stan_version_major = 2
# stan_version_minor = 38
# stan_version_patch = 0
# model = binary_model
# start_datetime = 2026-04-29 06:59:26 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /Users/xinyuejia/Projects/POC_场景2/data/stan_input_binary.json
# init = 2 (Default)
# random
#   seed = 20260407
# output
#   file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_145925/binary/binary-202604291459-4-808373.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = /Users/xinyuejia/Projects/POC_场景2/outputs/cmdstan/borrowing_v1_20260429_145925/binary/binary-profile-202604291459-4-2e3a60.csv
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.38.0
# stancflags = --name=binary_model
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta_trt,odds_ratio
# Adaptation terminated
# Step size = 0.359775
# Diagonal elements of inverse mass matrix:
# 0.310125, 0.44806
-31.061279,0.99407821,0.35977514,3,11,0,31.6477,-0.58544312,-0.017999811,0.98216122
-31.286077,0.96859683,0.35977514,2,3,0,31.294361,-0.73341839,-0.1616729,0.85071943
-31.38479,0.99883565,0.35977514,3,7,0,31.663471,-0.84311773,0.16744943,1.1822855
-31.622369,0.97083518,0.35977514,3,11,0,34.846817,0.39764335,-1.1745432,0.30896007
-31.174573,0.94080958,0.35977514,3,15,0,32.331506,-0.37664827,-0.64246627,0.52599358
-34.74189,0.78292468,0.35977514,2,3,0,34.767663,0.13195331,0.075681528,1.078619
-32.69759,1,0.35977514,1,1,0,34.394364,-0.031340738,-0.038662,0.96207584
-35.179182,0.85517992,0.35977514,2,7,0,36.105604,-1.346929,-0.25176235,0.77742947
-31.698652,0.99274742,0.35977514,2,7,0,34.562133,-0.66919265,0.32069294,1.3780824
-31.068259,0.99515133,0.35977514,2,7,0,32.387037,-0.30276966,-0.67073547,0.51133237
-31.356754,0.97155466,0.35977514,2,3,0,31.440645,-0.10860423,-0.26989384,0.76346054
-31.005431,1,0.35977514,2,7,0,31.3763,-0.24618084,-0.6903531,0.501399
-31.482846,0.76177691,0.35977514,3,11,0,34.116873,-0.8534951,-0.038409192,0.96231909
-31.587881,0.99356675,0.35977514,2,3,0,31.688938,-0.6331606,0.26423814,1.3024383
-31.964506,0.98581202,0.35977514,3,7,0,33.015115,-0.93277638,0.51521166,1.6739928
-33.861745,0.95170103,0.35977514,3,7,0,34.236321,-1.4048501,1.1548618,3.1735849
-33.954262,0.96414874,0.35977514,2,3,0,34.578915,-1.5333521,1.1864631,3.2754756
-33.036517,0.91101517,0.35977514,3,7,0,35.646269,-1.0090999,0.8340071,2.3025267
-32.203521,0.97498639,0.35977514,3,11,0,34.36899,0.61134905,-1.4048048,0.24541496
-31.01782,0.99001184,0.35977514,3,15,0,32.435635,-0.21118469,-0.30047715,0.74046483
-31.321291,0.8396496,0.35977514,2,7,0,33.068371,-0.25725865,-0.8275502,0.43711883
-31.041162,0.98004824,0.35977514,2,3,0,31.669333,-0.3514015,-0.60294881,0.54719568
-30.994707,0.99969057,0.35977514,2,7,0,31.191764,-0.25712823,-0.67336192,0.50999114
-30.933168,1,0.35977514,2,3,0,31.011576,-0.11540744,-0.48310292,0.61686634
-31.049277,0.92287365,0.35977514,3,7,0,31.642276,0.08368221,-0.81075031,0.44452441
-32.039891,0.95810683,0.35977514,2,5,0,32.737073,0.56496306,-1.2499309,0.28652458
-31.787073,1,0.35977514,2,3,0,32.120452,0.30013015,-1.3334364,0.26356998
-31.422693,0.99371595,0.35977514,3,11,0,33.117049,-0.631305,0.20330233,1.2254429
-30.925784,0.99001183,0.35977514,3,15,0,31.852732,-0.12035662,-0.72073878,0.48639279
-31.016602,0.90860058,0.35977514,3,7,0,32.167541,-0.57952332,-0.23351132,0.79174863
-30.86188,0.99566787,0.35977514,2,7,0,31.204218,-0.19355387,-0.45731873,0.63297856
-31.045133,0.99635719,0.35977514,3,15,0,31.1158,-0.61751506,-0.17296603,0.84116619
-31.002517,0.98454433,0.35977514,2,7,0,31.727541,-0.14030165,-0.3937571,0.67451788
-31.479857,0.99735623,0.35977514,3,11,0,31.676437,0.22553809,-1.1800197,0.3072727
-31.709764,0.98891681,0.35977514,3,11,0,32.345743,-0.97550743,0.36863235,1.445756
-31.432873,0.99153309,0.35977514,4,15,0,31.84557,-0.87345097,0.17300222,1.1888687
-31.290988,0.83343641,0.35977514,2,3,0,32.76022,-0.750794,-0.12583674,0.88175879
-31.241966,1,0.35977514,3,11,0,31.404455,0.006205741,-0.99475336,0.36981465
